id,institution,topic,count
9442,University of Pisa,Physics Education,1
9443,University of Pisa,Computer Vision and Pattern Recognition,1
9444,University of Pisa,Group Theory,1
9445,University of Pisa,Machine Learning,1
9446,University of Pisa,Exactly Solvable and Integrable Systems,1
9447,University of Pittsburgh,Computer Vision and Pattern Recognition,179
9448,University of Pittsburgh,Machine Learning,150
9449,University of Pittsburgh,High Energy Physics - Phenomenology,94
9450,University of Pittsburgh,General Relativity and Quantum Cosmology,89
9451,University of Pittsburgh,Artificial Intelligence,86
9452,University of Pittsburgh,Information Theory,76
9453,University of Pittsburgh,Physics Education,63
9454,University of Pittsburgh,Computation and Language,58
9455,University of Pittsburgh,Mesoscale and Nanoscale Physics,58
9456,University of Pittsburgh,Operator Algebras,56
9457,University of Pittsburgh,Optimization and Control,41
9458,University of Pittsburgh,High Energy Physics - Theory,39
9459,University of Pittsburgh,Strongly Correlated Electrons,38
9460,University of Pittsburgh,Probability,36
9461,University of Pittsburgh,Materials Science,29
9462,University of Pittsburgh,Representation Theory,29
9463,University of Pittsburgh,Metric Geometry,29
9464,University of Pittsburgh,Robotics,28
9465,University of Pittsburgh,Quantum Physics,26
9466,University of Pittsburgh,Cryptography and Security,23
9467,University of Pittsburgh,Analysis of PDEs,23
9468,University of Pittsburgh,Applications,23
9469,University of Pittsburgh,Differential Geometry,22
9470,University of Pittsburgh,Algebraic Topology,22
9471,University of Pittsburgh,Cosmology and Nongalactic Astrophysics,21
9472,University of Pittsburgh,Image and Video Processing,19
9473,University of Pittsburgh,Number Theory,18
9474,University of Pittsburgh,Populations and Evolution,17
9475,University of Pittsburgh,Astrophysics of Galaxies,17
9476,University of Pittsburgh,Social and Information Networks,16
9477,University of Pittsburgh,Signal Processing,16
9478,University of Pittsburgh,Computational Complexity,15
9479,University of Pittsburgh,Functional Analysis,15
9480,University of Pittsburgh,Chemical Physics,15
9481,University of Pittsburgh,High Energy Physics - Experiment,15
9482,University of Pittsburgh,Superconductivity,14
9483,University of Pittsburgh,Soft Condensed Matter,14
9484,University of Pittsburgh,Nuclear Experiment,14
9485,University of Pittsburgh,Networking and Internet Architecture,14
9486,University of Pittsburgh,Data Structures and Algorithms,14
9487,University of Pittsburgh,Databases,13
9488,University of Pittsburgh,Statistics Theory,13
9489,University of Pittsburgh,Numerical Analysis,12
9490,University of Pittsburgh,Machine Learning,12
9491,University of Pittsburgh,High Energy Astrophysical Phenomena,12
9492,University of Pittsburgh,Fluid Dynamics,12
9493,University of Pittsburgh,Information Retrieval,11
9494,University of Pittsburgh,Computers and Society,11
9495,University of Pittsburgh,Neurons and Cognition,9
9496,University of Pittsburgh,Group Theory,9
9497,University of Pittsburgh,Logic in Computer Science,8
9498,University of Pittsburgh,Instrumentation and Detectors,8
9499,University of Pittsburgh,Quantum Gases,8
9500,University of Pittsburgh,Optics,8
9501,University of Pittsburgh,Systems and Control,7
9502,University of Pittsburgh,Plasma Physics,7
9503,University of Pittsburgh,Neural and Evolutionary Computing,7
9504,University of Pittsburgh,Nuclear Theory,7
9505,University of Pittsburgh,Human-Computer Interaction,7
9506,University of Pittsburgh,Atomic Physics,7
9507,University of Pittsburgh,General Physics,7
9508,University of Pittsburgh,Multimedia,7
9509,University of Pittsburgh,Combinatorics,6
9510,University of Pittsburgh,Dynamical Systems,6
9511,University of Pittsburgh,High Energy Physics - Lattice,6
9512,University of Pittsburgh,Sound,6
9513,University of Pittsburgh,"Distributed, Parallel, and Cluster Computing",5
9514,University of Pittsburgh,Geometric Topology,5
9515,University of Pittsburgh,Graphics,5
9516,University of Pittsburgh,Computational Physics,5
9517,University of Pittsburgh,Solar and Stellar Astrophysics,4
9518,University of Pittsburgh,Instrumentation and Methods for Astrophysics,4
9519,University of Pittsburgh,Algebraic Geometry,4
9520,University of Pittsburgh,K-Theory and Homology,4
9521,University of Pittsburgh,Trading and Market Microstructure,4
9522,University of Pittsburgh,Emerging Technologies,4
9523,University of Pittsburgh,Adaptation and Self-Organizing Systems,4
9524,University of Pittsburgh,Mathematical Physics,4
9525,University of Pittsburgh,Biomolecules,4
9526,University of Pittsburgh,Digital Libraries,4
9527,University of Pittsburgh,Computation,4
9528,University of Pittsburgh,Statistical Mechanics,4
9529,University of Pittsburgh,Applied Physics,3
9530,University of Pittsburgh,Disordered Systems and Neural Networks,3
9531,University of Pittsburgh,Computer Science and Game Theory,3
9532,University of Pittsburgh,Statistical Finance,3
9533,University of Pittsburgh,Rings and Algebras,3
9534,University of Pittsburgh,Methodology,3
9535,University of Pittsburgh,Physics and Society,2
9536,University of Pittsburgh,Classical Analysis and ODEs,2
9537,University of Pittsburgh,Cell Behavior,2
9538,University of Pittsburgh,Genomics,2
9539,University of Pittsburgh,Software Engineering,2
9540,University of Pittsburgh,Symplectic Geometry,2
9541,University of Pittsburgh,Audio and Speech Processing,2
9542,University of Pittsburgh,Quantitative Methods,2
9543,University of Pittsburgh,Mathematical Finance,2
9544,University of Pittsburgh,Other Quantitative Biology,2
9545,University of Pittsburgh,Cellular Automata and Lattice Gases,2
9546,University of Pittsburgh,Atmospheric and Oceanic Physics,2
9547,University of Pittsburgh,Complex Variables,2
9548,University of Pittsburgh,Space Physics,1
9549,University of Pittsburgh,Category Theory,1
9550,University of Pittsburgh,Molecular Networks,1
9551,University of Pittsburgh,"Data Analysis, Statistics and Probability",1
9552,University of Pittsburgh,Accelerator Physics,1
9553,University of Pittsburgh,Programming Languages,1
9554,University of Pittsburgh,Other Statistics,1
9555,University of Pittsburgh,Other Computer Science,1
9556,University of Pittsburgh,Popular Physics,1
9557,University of Pittsburgh,Performance,1
9558,University of Pittsburgh,Systems and Control,1
9559,University of Pittsburgh,History and Overview,1
9560,University of Pittsburgh,Formal Languages and Automata Theory,1
9561,University of Pittsburgh,General Economics,1
9562,University of Pittsburgh,Theoretical Economics,1
9563,University of Pittsburgh,Biological Physics,1
9564,University of Queensland,Quantum Physics,93
9565,University of Queensland,High Energy Physics - Theory,70
9566,University of Queensland,Machine Learning,69
9567,University of Queensland,Optics,62
9568,University of Queensland,Computer Vision and Pattern Recognition,55
9569,University of Queensland,Computation and Language,42
9570,University of Queensland,Analysis of PDEs,41
9571,University of Queensland,Materials Science,37
9572,University of Queensland,Statistical Mechanics,35
9573,University of Queensland,Mesoscale and Nanoscale Physics,32
9574,University of Queensland,Quantum Gases,30
9575,University of Queensland,Strongly Correlated Electrons,28
9576,University of Queensland,High Energy Physics - Lattice,27
9577,University of Queensland,Information Theory,26
9578,University of Queensland,Logic in Computer Science,25
9579,University of Queensland,Numerical Analysis,25
9580,University of Queensland,Other Condensed Matter,24
9581,University of Queensland,Methodology,24
9582,University of Queensland,Optimization and Control,23
9583,University of Queensland,Quantum Algebra,18
9584,University of Queensland,Artificial Intelligence,18
9585,University of Queensland,Number Theory,17
9586,University of Queensland,Signal Processing,17
9587,University of Queensland,Solar and Stellar Astrophysics,15
9588,University of Queensland,Dynamical Systems,14
9589,University of Queensland,High Energy Astrophysical Phenomena,13
9590,University of Queensland,Cosmology and Nongalactic Astrophysics,11
9591,University of Queensland,Fluid Dynamics,10
9592,University of Queensland,Robotics,10
9593,University of Queensland,"Distributed, Parallel, and Cluster Computing",10
9594,University of Queensland,Applications,10
9595,University of Queensland,Classical Physics,10
9596,University of Queensland,Social and Information Networks,10
9597,University of Queensland,Statistics Theory,10
9598,University of Queensland,Differential Geometry,10
9599,University of Queensland,Superconductivity,9
9600,University of Queensland,Physics and Society,9
9601,University of Queensland,Cryptography and Security,9
9602,University of Queensland,Representation Theory,9
9603,University of Queensland,Chemical Physics,9
9604,University of Queensland,Information Retrieval,8
9605,University of Queensland,Instrumentation and Methods for Astrophysics,8
9606,University of Queensland,Machine Learning,8
9607,University of Queensland,Geophysics,8
9608,University of Queensland,Probability,8
9609,University of Queensland,Multimedia,8
9610,University of Queensland,Computers and Society,7
9611,University of Queensland,Classical Analysis and ODEs,7
9612,University of Queensland,Atomic Physics,7
9613,University of Queensland,Astrophysics of Galaxies,7
9614,University of Queensland,Human-Computer Interaction,6
9615,University of Queensland,Soft Condensed Matter,6
9616,University of Queensland,Computational Physics,6
9617,University of Queensland,High Energy Physics - Phenomenology,6
9618,University of Queensland,Data Structures and Algorithms,6
9619,University of Queensland,Disordered Systems and Neural Networks,5
9620,University of Queensland,General Physics,5
9621,University of Queensland,Databases,5
9622,University of Queensland,Combinatorics,5
9623,University of Queensland,Systems and Control,5
9624,University of Queensland,Operator Algebras,5
9625,University of Queensland,Software Engineering,4
9626,University of Queensland,Sound,4
9627,University of Queensland,Metric Geometry,4
9628,University of Queensland,Complex Variables,4
9629,University of Queensland,Populations and Evolution,4
9630,University of Queensland,Audio and Speech Processing,4
9631,University of Queensland,General Relativity and Quantum Cosmology,4
9632,University of Queensland,Networking and Internet Architecture,3
9633,University of Queensland,Earth and Planetary Astrophysics,3
9634,University of Queensland,Instrumentation and Detectors,3
9635,University of Queensland,Digital Libraries,3
9636,University of Queensland,Image and Video Processing,3
9637,University of Queensland,Computer Science and Game Theory,3
9638,University of Queensland,Physics Education,3
9639,University of Queensland,Spectral Theory,3
9640,University of Queensland,Biological Physics,3
9641,University of Queensland,Nuclear Experiment,3
9642,University of Queensland,Neural and Evolutionary Computing,3
9643,University of Queensland,Systems and Control,3
9644,University of Queensland,Risk Management,3
9645,University of Queensland,Operating Systems,2
9646,University of Queensland,Accelerator Physics,2
9647,University of Queensland,Atomic and Molecular Clusters,2
9648,University of Queensland,Mathematical Software,2
9649,University of Queensland,Mathematical Physics,2
9650,University of Queensland,History and Philosophy of Physics,2
9651,University of Queensland,Applied Physics,2
9652,University of Queensland,High Energy Physics - Experiment,2
9653,University of Queensland,Functional Analysis,2
9654,University of Queensland,Adaptation and Self-Organizing Systems,2
9655,University of Queensland,Biomolecules,2
9656,University of Queensland,Molecular Networks,1
9657,University of Queensland,Plasma Physics,1
9658,University of Queensland,Pattern Formation and Solitons,1
9659,University of Queensland,Medical Physics,1
9660,University of Queensland,Quantitative Methods,1
9661,University of Queensland,Genomics,1
9662,University of Queensland,Cell Behavior,1
9663,University of Queensland,Numerical Analysis,1
9664,University of Queensland,Algebraic Geometry,1
9665,University of Queensland,Programming Languages,1
9666,University of Queensland,Rings and Algebras,1
9667,University of Queensland,Hardware Architecture,1
9668,University of Queensland,Statistical Finance,1
9669,University of Queensland,Mathematical Finance,1
9670,University of Queensland,Space Physics,1
9671,University of Queensland,"Computational Engineering, Finance, and Science",1
9672,University of Queensland,Economics,1
9673,University of Rochester,Quantum Physics,130
9674,University of Rochester,General Relativity and Quantum Cosmology,124
9675,University of Rochester,Mesoscale and Nanoscale Physics,104
9676,University of Rochester,Combinatorics,86
9677,University of Rochester,High Energy Physics - Experiment,83
9678,University of Rochester,Classical Analysis and ODEs,76
9679,University of Rochester,High Energy Physics - Theory,74
9680,University of Rochester,Computer Vision and Pattern Recognition,72
9681,University of Rochester,Computational Complexity,62
9682,University of Rochester,Materials Science,58
9683,University of Rochester,Computation and Language,58
9684,University of Rochester,Statistical Mechanics,55
9685,University of Rochester,Computer Science and Game Theory,54
9686,University of Rochester,Machine Learning,45
9687,University of Rochester,Differential Geometry,44
9688,University of Rochester,Strongly Correlated Electrons,43
9689,University of Rochester,Optics,42
9690,University of Rochester,High Energy Physics - Phenomenology,41
9691,University of Rochester,Probability,36
9692,University of Rochester,Superconductivity,31
9693,University of Rochester,Dynamical Systems,26
9694,University of Rochester,Nuclear Experiment,23
9695,University of Rochester,Number Theory,23
9696,University of Rochester,Cosmology and Nongalactic Astrophysics,23
9697,University of Rochester,Networking and Internet Architecture,19
9698,University of Rochester,Artificial Intelligence,18
9699,University of Rochester,Astrophysics of Galaxies,16
9700,University of Rochester,Social and Information Networks,14
9701,University of Rochester,Applications,13
9702,University of Rochester,Audio and Speech Processing,13
9703,University of Rochester,Analysis of PDEs,13
9704,University of Rochester,Computational Physics,12
9705,University of Rochester,Physics and Society,12
9706,University of Rochester,Machine Learning,12
9707,University of Rochester,"Distributed, Parallel, and Cluster Computing",11
9708,University of Rochester,Statistics Theory,11
9709,University of Rochester,Optimization and Control,11
9710,University of Rochester,Adaptation and Self-Organizing Systems,10
9711,University of Rochester,Mathematical Physics,10
9712,University of Rochester,Fluid Dynamics,10
9713,University of Rochester,Cryptography and Security,10
9714,University of Rochester,Accelerator Physics,9
9715,University of Rochester,Algebraic Geometry,9
9716,University of Rochester,Information Theory,9
9717,University of Rochester,Signal Processing,7
9718,University of Rochester,Chaotic Dynamics,7
9719,University of Rochester,Soft Condensed Matter,7
9720,University of Rochester,High Energy Astrophysical Phenomena,7
9721,University of Rochester,Molecular Networks,6
9722,University of Rochester,Sound,6
9723,University of Rochester,Data Structures and Algorithms,6
9724,University of Rochester,Plasma Physics,6
9725,University of Rochester,Multiagent Systems,6
9726,University of Rochester,Algebraic Topology,6
9727,University of Rochester,Solar and Stellar Astrophysics,6
9728,University of Rochester,Formal Languages and Automata Theory,6
9729,University of Rochester,Systems and Control,5
9730,University of Rochester,Information Retrieval,5
9731,University of Rochester,Numerical Analysis,5
9732,University of Rochester,Nuclear Theory,5
9733,University of Rochester,Robotics,4
9734,University of Rochester,Computational Finance,4
9735,University of Rochester,Methodology,4
9736,University of Rochester,Atomic Physics,4
9737,University of Rochester,Chemical Physics,4
9738,University of Rochester,Databases,3
9739,University of Rochester,Geophysics,3
9740,University of Rochester,Logic,3
9741,University of Rochester,Other Condensed Matter,3
9742,University of Rochester,K-Theory and Homology,3
9743,University of Rochester,High Energy Physics - Lattice,3
9744,University of Rochester,History and Philosophy of Physics,3
9745,University of Rochester,Human-Computer Interaction,3
9746,University of Rochester,Image and Video Processing,3
9747,University of Rochester,Instrumentation and Detectors,3
9748,University of Rochester,Computers and Society,3
9749,University of Rochester,Metric Geometry,3
9750,University of Rochester,Disordered Systems and Neural Networks,2
9751,University of Rochester,Neurons and Cognition,2
9752,University of Rochester,Populations and Evolution,2
9753,University of Rochester,General Literature,2
9754,University of Rochester,Logic in Computer Science,2
9755,University of Rochester,Trading and Market Microstructure,2
9756,University of Rochester,Symplectic Geometry,2
9757,University of Rochester,"Data Analysis, Statistics and Probability",2
9758,University of Rochester,Biological Physics,2
9759,University of Rochester,Quantum Gases,2
9760,University of Rochester,Multimedia,2
9761,University of Rochester,Exactly Solvable and Integrable Systems,2
9762,University of Rochester,Econometrics,2
9763,University of Rochester,Operating Systems,2
9764,University of Rochester,Geometric Topology,2
9765,University of Rochester,Instrumentation and Methods for Astrophysics,2
9766,University of Rochester,Physics Education,2
9767,University of Rochester,Biomolecules,2
9768,University of Rochester,Earth and Planetary Astrophysics,1
9769,University of Rochester,Numerical Analysis,1
9770,University of Rochester,Other Computer Science,1
9771,University of Rochester,Applied Physics,1
9772,University of Rochester,"Computational Engineering, Finance, and Science",1
9773,University of Rochester,Rings and Algebras,1
9774,University of Rochester,Systems and Control,1
9775,University of Rochester,Classical Physics,1
9776,University of Rochester,Quantitative Methods,1
9777,University of Rochester,Software Engineering,1
9778,University of Rochester,General Mathematics,1
9779,University of Rochester,Operator Algebras,1
9780,University of Southampton,Cosmology and Nongalactic Astrophysics,120
9781,University of Southampton,Quantum Physics,113
9782,University of Southampton,General Relativity and Quantum Cosmology,80
9783,University of Southampton,Mesoscale and Nanoscale Physics,75
9784,University of Southampton,Optics,75
9785,University of Southampton,High Energy Physics - Phenomenology,70
9786,University of Southampton,Machine Learning,58
9787,University of Southampton,Computer Vision and Pattern Recognition,52
9788,University of Southampton,Nuclear Experiment,38
9789,University of Southampton,Combinatorics,36
9790,University of Southampton,Computation and Language,29
9791,University of Southampton,High Energy Astrophysical Phenomena,27
9792,University of Southampton,Astrophysics of Galaxies,27
9793,University of Southampton,Geometric Topology,26
9794,University of Southampton,Number Theory,25
9795,University of Southampton,Human-Computer Interaction,25
9796,University of Southampton,Superconductivity,24
9797,University of Southampton,Group Theory,23
9798,University of Southampton,Nuclear Theory,23
9799,University of Southampton,Digital Libraries,22
9800,University of Southampton,Strongly Correlated Electrons,22
9801,University of Southampton,Artificial Intelligence,21
9802,University of Southampton,Solar and Stellar Astrophysics,21
9803,University of Southampton,Numerical Analysis,19
9804,University of Southampton,Representation Theory,18
9805,University of Southampton,Methodology,18
9806,University of Southampton,Materials Science,17
9807,University of Southampton,Soft Condensed Matter,17
9808,University of Southampton,Instrumentation and Methods for Astrophysics,16
9809,University of Southampton,Machine Learning,16
9810,University of Southampton,High Energy Physics - Theory,15
9811,University of Southampton,Computer Science and Game Theory,14
9812,University of Southampton,Information Theory,13
9813,University of Southampton,Accelerator Physics,13
9814,University of Southampton,Spectral Theory,12
9815,University of Southampton,Classical Analysis and ODEs,12
9816,University of Southampton,Information Retrieval,12
9817,University of Southampton,Audio and Speech Processing,12
9818,University of Southampton,Programming Languages,11
9819,University of Southampton,Physics and Society,10
9820,University of Southampton,Applications,10
9821,University of Southampton,Cryptography and Security,8
9822,University of Southampton,Computers and Society,8
9823,University of Southampton,Fluid Dynamics,8
9824,University of Southampton,Dynamical Systems,8
9825,University of Southampton,Optimization and Control,8
9826,University of Southampton,Functional Analysis,8
9827,University of Southampton,Logic in Computer Science,8
9828,University of Southampton,Image and Video Processing,7
9829,University of Southampton,Software Engineering,7
9830,University of Southampton,"Distributed, Parallel, and Cluster Computing",7
9831,University of Southampton,Algebraic Geometry,7
9832,University of Southampton,Plasma Physics,7
9833,University of Southampton,Computational Complexity,7
9834,University of Southampton,Data Structures and Algorithms,7
9835,University of Southampton,Analysis of PDEs,7
9836,University of Southampton,Robotics,6
9837,University of Southampton,Molecular Networks,6
9838,University of Southampton,Mathematical Physics,6
9839,University of Southampton,Geophysics,6
9840,University of Southampton,Applied Physics,6
9841,University of Southampton,Networking and Internet Architecture,6
9842,University of Southampton,Instrumentation and Detectors,6
9843,University of Southampton,Rings and Algebras,5
9844,University of Southampton,Systems and Control,5
9845,University of Southampton,Algebraic Topology,5
9846,University of Southampton,Neurons and Cognition,5
9847,University of Southampton,Systems and Control,5
9848,University of Southampton,Biological Physics,5
9849,University of Southampton,Quantitative Methods,5
9850,University of Southampton,Databases,4
9851,University of Southampton,Quantum Algebra,4
9852,University of Southampton,High Energy Physics - Lattice,4
9853,University of Southampton,Statistics Theory,4
9854,University of Southampton,Quantum Gases,3
9855,University of Southampton,Chaotic Dynamics,3
9856,University of Southampton,Computational Physics,3
9857,University of Southampton,Disordered Systems and Neural Networks,2
9858,University of Southampton,Medical Physics,2
9859,University of Southampton,Populations and Evolution,2
9860,University of Southampton,High Energy Physics - Experiment,2
9861,University of Southampton,Statistical Mechanics,2
9862,University of Southampton,Neural and Evolutionary Computing,2
9863,University of Southampton,Other Computer Science,2
9864,University of Southampton,Multiagent Systems,2
9865,University of Southampton,Sound,2
9866,University of Southampton,Exactly Solvable and Integrable Systems,2
9867,University of Southampton,General Economics,2
9868,University of Southampton,Mathematical Finance,2
9869,University of Southampton,General Finance,1
9870,University of Southampton,Popular Physics,1
9871,University of Southampton,Physics Education,1
9872,University of Southampton,Social and Information Networks,1
9873,University of Southampton,Discrete Mathematics,1
9874,University of Southampton,Biomolecules,1
9875,University of Southampton,General Physics,1
9876,University of Southampton,Probability,1
9877,University of Southampton,Other Condensed Matter,1
9878,University of Southampton,Adaptation and Self-Organizing Systems,1
9879,University of Southampton,Classical Physics,1
9880,University of Southampton,Operator Algebras,1
9881,University of Southampton,Graphics,1
9882,University of Southampton,Chemical Physics,1
9883,University of Southampton,Multimedia,1
9884,University of Southampton,Atomic Physics,1
9885,University of Southampton,Computation,1
9886,University of Southampton,Emerging Technologies,1
9887,University of Southampton,Mathematical Software,1
9888,University of Southampton,Metric Geometry,1
9889,University of Southampton,Computational Geometry,1
9890,University of Southampton,Portfolio Management,1
9891,University of Southampton,Signal Processing,1
9892,University of Southampton,Pattern Formation and Solitons,1
9893,University of Southampton,Performance,1
9894,University of Southern California,Computer Vision and Pattern Recognition,287
9895,University of Southern California,Quantum Physics,284
9896,University of Southern California,Machine Learning,160
9897,University of Southern California,Probability,156
9898,University of Southern California,High Energy Physics - Phenomenology,142
9899,University of Southern California,High Energy Physics - Theory,125
9900,University of Southern California,Analysis of PDEs,115
9901,University of Southern California,Materials Science,102
9902,University of Southern California,Information Theory,99
9903,University of Southern California,Mesoscale and Nanoscale Physics,96
9904,University of Southern California,Nuclear Theory,87
9905,University of Southern California,Computation and Language,86
9906,University of Southern California,Signal Processing,82
9907,University of Southern California,Strongly Correlated Electrons,82
9908,University of Southern California,High Energy Astrophysical Phenomena,82
9909,University of Southern California,Methodology,81
9910,University of Southern California,Superconductivity,78
9911,University of Southern California,Numerical Analysis,77
9912,University of Southern California,Optimization and Control,73
9913,University of Southern California,"Distributed, Parallel, and Cluster Computing",68
9914,University of Southern California,Physics and Society,59
9915,University of Southern California,Statistics Theory,56
9916,University of Southern California,Machine Learning,55
9917,University of Southern California,Combinatorics,54
9918,University of Southern California,Audio and Speech Processing,52
9919,University of Southern California,Computer Science and Game Theory,51
9920,University of Southern California,Fluid Dynamics,48
9921,University of Southern California,Differential Geometry,46
9922,University of Southern California,Dynamical Systems,43
9923,University of Southern California,Cosmology and Nongalactic Astrophysics,42
9924,University of Southern California,Robotics,41
9925,University of Southern California,Networking and Internet Architecture,41
9926,University of Southern California,Number Theory,39
9927,University of Southern California,Algebraic Geometry,35
9928,University of Southern California,Artificial Intelligence,35
9929,University of Southern California,Logic,34
9930,University of Southern California,Astrophysics of Galaxies,33
9931,University of Southern California,Cryptography and Security,32
9932,University of Southern California,Databases,31
9933,University of Southern California,"Computational Engineering, Finance, and Science",31
9934,University of Southern California,Mathematical Physics,31
9935,University of Southern California,Optics,29
9936,University of Southern California,Plasma Physics,29
9937,University of Southern California,Image and Video Processing,28
9938,University of Southern California,Solar and Stellar Astrophysics,24
9939,University of Southern California,Accelerator Physics,22
9940,University of Southern California,Quantitative Methods,22
9941,University of Southern California,Applications,22
9942,University of Southern California,Sound,22
9943,University of Southern California,Symplectic Geometry,22
9944,University of Southern California,Biological Physics,22
9945,University of Southern California,Classical Analysis and ODEs,22
9946,University of Southern California,Quantum Gases,21
9947,University of Southern California,Disordered Systems and Neural Networks,21
9948,University of Southern California,Complex Variables,20
9949,University of Southern California,General Relativity and Quantum Cosmology,20
9950,University of Southern California,Neural and Evolutionary Computing,19
9951,University of Southern California,Applied Physics,17
9952,University of Southern California,Medical Physics,17
9953,University of Southern California,Information Retrieval,16
9954,University of Southern California,High Energy Physics - Experiment,16
9955,University of Southern California,Systems and Control,15
9956,University of Southern California,Computers and Society,14
9957,University of Southern California,Representation Theory,13
9958,University of Southern California,Social and Information Networks,13
9959,University of Southern California,Atomic Physics,12
9960,University of Southern California,Data Structures and Algorithms,12
9961,University of Southern California,Rings and Algebras,12
9962,University of Southern California,Space Physics,11
9963,University of Southern California,Neurons and Cognition,10
9964,University of Southern California,Statistical Mechanics,10
9965,University of Southern California,High Energy Physics - Lattice,10
9966,University of Southern California,Human-Computer Interaction,10
9967,University of Southern California,Chemical Physics,9
9968,University of Southern California,Soft Condensed Matter,9
9969,University of Southern California,Trading and Market Microstructure,9
9970,University of Southern California,Symbolic Computation,9
9971,University of Southern California,Pattern Formation and Solitons,9
9972,University of Southern California,Numerical Analysis,8
9973,University of Southern California,Geophysics,8
9974,University of Southern California,Computational Physics,8
9975,University of Southern California,Atmospheric and Oceanic Physics,8
9976,University of Southern California,General Physics,8
9977,University of Southern California,Nuclear Experiment,8
9978,University of Southern California,Statistical Finance,7
9979,University of Southern California,Instrumentation and Methods for Astrophysics,7
9980,University of Southern California,Populations and Evolution,7
9981,University of Southern California,Digital Libraries,7
9982,University of Southern California,Instrumentation and Detectors,7
9983,University of Southern California,General Finance,7
9984,University of Southern California,Functional Analysis,6
9985,University of Southern California,Classical Physics,6
9986,University of Southern California,Multimedia,6
9987,University of Southern California,Software Engineering,6
9988,University of Southern California,Other Condensed Matter,6
9989,University of Southern California,"Data Analysis, Statistics and Probability",5
9990,University of Southern California,Econometrics,5
9991,University of Southern California,Earth and Planetary Astrophysics,4
9992,University of Southern California,Risk Management,4
9993,University of Southern California,Algebraic Topology,4
9994,University of Southern California,Popular Physics,4
9995,University of Southern California,Exactly Solvable and Integrable Systems,4
9996,University of Southern California,Quantum Algebra,4
9997,University of Southern California,Computation,4
9998,University of Southern California,Commutative Algebra,4
9999,University of Southern California,Multiagent Systems,3
10000,University of Southern California,Geometric Topology,3
10001,University of Southern California,History and Philosophy of Physics,3
10002,University of Southern California,Mathematical Finance,3
10003,University of Southern California,Computational Complexity,3
10004,University of Southern California,Chaotic Dynamics,3
10005,University of Southern California,Adaptation and Self-Organizing Systems,3
10006,University of Southern California,Group Theory,3
10007,University of Southern California,Logic in Computer Science,3
10008,University of Southern California,Molecular Networks,2
10009,University of Southern California,Emerging Technologies,2
10010,University of Southern California,General Economics,2
10011,University of Southern California,Graphics,2
10012,University of Southern California,Spectral Theory,2
10013,University of Southern California,Category Theory,2
10014,University of Southern California,General Mathematics,1
10015,University of Southern California,Physics Education,1
10016,University of Southern California,Operating Systems,1
10017,University of Southern California,Cell Behavior,1
10018,University of Southern California,Computational Geometry,1
10019,University of Southern California,Programming Languages,1
10020,University of Southern California,Atomic and Molecular Clusters,1
10021,University of Southern California,Systems and Control,1
10022,University of Southern California,Genomics,1
10023,University of Stuttgart,Quantum Physics,99
10024,University of Stuttgart,Strongly Correlated Electrons,91
10025,University of Stuttgart,Superconductivity,63
10026,University of Stuttgart,Formal Languages and Automata Theory,52
10027,University of Stuttgart,Software Engineering,51
10028,University of Stuttgart,Statistical Mechanics,49
10029,University of Stuttgart,Cosmology and Nongalactic Astrophysics,45
10030,University of Stuttgart,Mesoscale and Nanoscale Physics,41
10031,University of Stuttgart,Computer Vision and Pattern Recognition,40
10032,University of Stuttgart,Earth and Planetary Astrophysics,40
10033,University of Stuttgart,Numerical Analysis,33
10034,University of Stuttgart,Analysis of PDEs,32
10035,University of Stuttgart,Complex Variables,30
10036,University of Stuttgart,Materials Science,27
10037,University of Stuttgart,Chemical Physics,26
10038,University of Stuttgart,Optimization and Control,24
10039,University of Stuttgart,Soft Condensed Matter,24
10040,University of Stuttgart,High Energy Physics - Theory,23
10041,University of Stuttgart,Group Theory,23
10042,University of Stuttgart,High Energy Physics - Lattice,23
10043,University of Stuttgart,Mathematical Physics,22
10044,University of Stuttgart,Machine Learning,20
10045,University of Stuttgart,Differential Geometry,20
10046,University of Stuttgart,Logic in Computer Science,19
10047,University of Stuttgart,Statistics Theory,19
10048,University of Stuttgart,Plasma Physics,16
10049,University of Stuttgart,Networking and Internet Architecture,14
10050,University of Stuttgart,General Relativity and Quantum Cosmology,14
10051,University of Stuttgart,Methodology,14
10052,University of Stuttgart,Fluid Dynamics,12
10053,University of Stuttgart,Number Theory,12
10054,University of Stuttgart,Signal Processing,11
10055,University of Stuttgart,Cryptography and Security,10
10056,University of Stuttgart,Databases,10
10057,University of Stuttgart,Computational Physics,10
10058,University of Stuttgart,High Energy Physics - Phenomenology,10
10059,University of Stuttgart,Information Theory,10
10060,University of Stuttgart,Representation Theory,10
10061,University of Stuttgart,Dynamical Systems,9
10062,University of Stuttgart,Human-Computer Interaction,7
10063,University of Stuttgart,Artificial Intelligence,7
10064,University of Stuttgart,Solar and Stellar Astrophysics,7
10065,University of Stuttgart,Computation and Language,7
10066,University of Stuttgart,Operator Algebras,6
10067,University of Stuttgart,Populations and Evolution,5
10068,University of Stuttgart,Disordered Systems and Neural Networks,5
10069,University of Stuttgart,Optics,5
10070,University of Stuttgart,Data Structures and Algorithms,5
10071,University of Stuttgart,"Distributed, Parallel, and Cluster Computing",5
10072,University of Stuttgart,Functional Analysis,5
10073,University of Stuttgart,Machine Learning,4
10074,University of Stuttgart,Atomic Physics,4
